Cell-ID,LAC/TAC,MCC,MNC,Lat,Lon,Accuracy,Address
27276800,12049,262,1,51.99651,7.62421,1163,
27337218,12049,262,1,51.99408,7.63158,1225,
26388992,12049,262,1,51.99274,7.61744,1147,
26388992,12049,262,1,51.99274,7.61744,1147,
26371584,12049,262,1,51.979453,7.625804,556,
26371584,12049,262,1,51.979453,7.625804,556,
35205377,12003,262,1,52.29435,7.62395,6503,
27789826,12003,262,1,52.28337,7.613824,10720,
42338816,12049,262,1,51.96211,7.63621,4362,
45003012,12049,262,1,51.95952,7.65682,836,
45003012,12049,262,1,51.95952,7.65682,836,
26388482,12049,262,1,51.96079,7.63779,4498,
26388482,12049,262,1,51.96079,7.63779,4498,
26388482,12049,262,1,51.96079,7.63779,4498,
26388482,12049,262,1,51.96079,7.63779,4498,
26388480,12049,262,1,51.96749,7.64509,1440,
26388480,12049,262,1,51.96749,7.64509,1440,
26388480,12049,262,1,51.96749,7.64509,1440,
26388480,12049,262,1,51.96749,7.64509,1440,
26372098,12049,262,1,51.97118,7.63028,689,
26372097,12049,262,1,51.97241,7.64671,3391,
46689797,12049,262,1,51.97346,7.66356,878,
26372097,12049,262,1,51.97241,7.64671,3391,
26372097,12049,262,1,51.97241,7.64671,3391,
26372096,12049,262,1,51.97814,7.63814,941,
26386177,12049,262,1,51.98151,7.64161,865,
26386177,12049,262,1,51.98151,7.64161,865,
26372096,12049,262,1,51.97814,7.63814,941,
26372096,12049,262,1,51.97814,7.63814,941,
26386177,12049,262,1,51.98151,7.64161,865,
26386176,12049,262,1,51.98539,7.63769,2015,
26386176,12049,262,1,51.98539,7.63769,2015,
26386179,12049,262,1,51.983919,7.629979,871,
26386176,12049,262,1,51.98539,7.63769,2015,
27276801,12049,262,1,51.98738,7.64228,1858,
26386177,12049,262,1,51.98151,7.64161,865,
27276801,12049,262,1,51.98738,7.64228,1858,
27276801,12049,262,1,51.98738,7.64228,1858,
26386176,12049,262,1,51.98539,7.63769,2015,
27789826,12003,262,1,52.28337,7.613824,10720,
36455681,12003,262,1,52.31702,7.655945,850,
35205377,12003,262,1,52.29435,7.62395,6503,
27789824,12003,262,1,52.29886,7.64026,7626,
27789827,12003,262,1,52.30023,7.65763,835,
27789829,12003,262,1,52.28808,7.601489,877,
36455681,12003,262,1,52.31702,7.655945,850,
27789824,12003,262,1,52.29886,7.64026,7626,
27789824,12003,262,1,52.29886,7.64026,7626,
26372097,12049,262,1,51.97241,7.64671,3391,
49731329,12049,262,1,51.97963,7.66123,941,
49731329,12049,262,1,51.97963,7.66123,941,
27789827,12003,262,1,52.30023,7.65763,835,
27789827,12003,262,1,52.30023,7.65763,835,
40238856,12003,262,1,52.30175,7.64435,834,
35205377,12003,262,1,52.29435,7.62395,6503,
49731328,12049,262,1,51.98588,7.66938,740,
49731328,12049,262,1,51.98588,7.66938,740,
27789828,12003,262,1,52.2986,7.6631,865,
49750021,12003,262,1,52.29421,7.68191,846,
27789828,12003,262,1,52.2986,7.6631,865,
27789828,12003,262,1,52.2986,7.6631,865,
49750030,12003,262,1,52.29167,7.69257,832,
27789834,12003,262,1,52.296663,7.671257,875,
32618752,12049,262,1,51.98134,7.67634,907,
28411393,12049,262,1,51.98824,7.67064,567,
28411408,12049,262,1,51.98775,7.67765,834,
28411399,12049,262,1,51.99263,7.68013,881,
28411393,12049,262,1,51.98824,7.67064,567,
28852487,12049,262,1,51.998717,7.691755,899,
49750030,12003,262,1,52.29167,7.69257,832,
49750018,12003,262,1,52.29656,7.67116,869,
49750030,12003,262,1,52.29167,7.69257,832,
27788288,12003,262,1,52.26055,7.70065,2065,
27788288,12003,262,1,52.26055,7.70065,2065,
28852487,12049,262,1,51.998717,7.691755,899,
28411399,12049,262,1,51.99263,7.68013,881,
28852483,12049,262,1,51.996663,7.688097,858,
28852483,12049,262,1,51.996663,7.688097,858,
40238858,12003,262,1,52.28864,7.68384,2356,
40238858,12003,262,1,52.28864,7.68384,2356,
28852480,12049,262,1,52.007468,7.707976,7229,
40238858,12003,262,1,52.28864,7.68384,2356,
33902849,12049,262,1,52.020886,7.726495,817,
34059778,12003,262,1,52.28633,7.70383,1464,
34059778,12003,262,1,52.28633,7.70383,1464,
34059778,12003,262,1,52.28633,7.70383,1464,
49750029,12003,262,1,52.28956,7.69716,869,
49750029,12003,262,1,52.28956,7.69716,869,
49750029,12003,262,1,52.28956,7.69716,869,
33902849,12049,262,1,52.020886,7.726495,817,
32482306,12003,262,1,52.28113,7.71583,2272,
32482306,12003,262,1,52.28113,7.71583,2272,
34059776,12003,262,1,52.257143,7.723557,905,
34059776,12003,262,1,52.257143,7.723557,905,
34059776,12003,262,1,52.257143,7.723557,905,
32482305,12003,262,1,52.27785,7.71985,1198,
32482311,12003,262,1,52.26637,7.743873,849,
32482305,12003,262,1,52.27785,7.71985,1198,
27822849,12003,262,1,52.2505,7.7483,9357,
27822861,12003,262,1,52.258963,7.739055,852,
32482305,12003,262,1,52.27785,7.71985,1198,
27822861,12003,262,1,52.258963,7.739055,852,
32482306,12003,262,1,52.28113,7.71583,2272,
40760081,12003,262,1,52.2724,7.7351,829,
27822849,12003,262,1,52.2505,7.7483,9357,
40760066,12003,262,1,52.27262,7.73232,855,
40760081,12003,262,1,52.2724,7.7351,829,
27788302,12003,262,1,52.258016,7.72525,870,
27788291,12003,262,1,52.257691,7.729576,892,
27788302,12003,262,1,52.258016,7.72525,870,
27788302,12003,262,1,52.258016,7.72525,870,
40238091,12003,262,1,52.26233,7.75483,1604,
40238091,12003,262,1,52.26233,7.75483,1604,
40760065,12003,262,1,52.272809,7.748692,1301,
40238088,12003,262,1,52.26723,7.74923,3308,
40760066,12003,262,1,52.27262,7.73232,855,
28849922,12049,262,1,52.03341,7.740973,3976,
28849932,12049,262,1,52.206637,7.823042,862,
28849920,12049,262,1,52.044537,7.767392,3481,
40238085,12003,262,1,52.25967,7.74607,850,
40238088,12003,262,1,52.26723,7.74923,3308,
40238088,12003,262,1,52.26723,7.74923,3308,
28849920,12049,262,1,52.044537,7.767392,3481,
40238087,12003,262,1,52.26759,7.77339,857,
40238087,12003,262,1,52.26759,7.77339,857,
40238090,12003,262,1,52.26448,7.76818,895,
40238090,12003,262,1,52.26448,7.76818,895,
27810306,12049,262,1,52.059857,7.767885,1766,
27789571,12003,262,1,52.26488,7.78198,895,
27810306,12049,262,1,52.059857,7.767885,1766,
27789571,12003,262,1,52.26488,7.78198,895,
27789568,12003,262,1,52.275571,7.77064,824,
27789568,12003,262,1,52.275571,7.77064,824,
27810304,12049,262,1,52.073123,7.779356,6075,
27810305,12049,262,1,52.058951,7.828721,7266,
27810304,12049,262,1,52.073123,7.779356,6075,
27789572,12003,262,1,52.26154,7.796358,862,
27789572,12003,262,1,52.26154,7.796358,862,
27789572,12003,262,1,52.26154,7.796358,862,
27789572,12003,262,1,52.26154,7.796358,862,
27789571,12003,262,1,52.26488,7.78198,895,
27810310,12049,262,1,52.206597,7.823211,873,
27810310,12049,262,1,52.206597,7.823211,873,
34725378,12003,262,1,52.2563,7.8167,995,
34725379,12003,262,1,52.25424,7.79764,13821,
33467649,12049,262,1,52.071202,7.784259,6076,
33467649,12049,262,1,52.071202,7.784259,6076,
33467651,12049,262,1,52.083271,7.843102,946,
33467651,12049,262,1,52.083271,7.843102,946,
34725378,12003,262,1,52.2563,7.8167,995,
34725379,12003,262,1,52.25424,7.79764,13821,
34725378,12003,262,1,52.2563,7.8167,995,
34725376,12003,262,1,52.26259,7.84039,2789,
27789569,12003,262,1,52.25181,7.82711,3361,
34725378,12003,262,1,52.2563,7.8167,995,
34725382,12003,262,1,52.25565,7.81805,843,
33467648,12049,262,1,52.112671,7.845955,5894,
37020419,12049,262,1,52.26041,7.83751,855,
37020417,12049,262,1,52.26441,7.85001,1275,
37020419,12049,262,1,52.26041,7.83751,855,
37665026,3020,262,1,52.26865,7.89775,4595,
37665026,3020,262,1,52.26865,7.89775,4595,
37020417,12049,262,1,52.26441,7.85001,1275,
33209858,3020,262,1,52.16487,7.991587,10285,
37020427,12049,262,1,52.26115,7.85095,1059,
37020417,12049,262,1,52.26441,7.85001,1275,
33209858,3020,262,1,52.16487,7.991587,10285,
33467650,12049,262,1,52.092711,7.845982,8857,
37020417,12049,262,1,52.26441,7.85001,1275,
28843015,12049,262,1,52.126671,7.86562,1285,
31549185,12049,262,1,52.110363,7.856777,5767,
37020427,12049,262,1,52.26115,7.85095,1059,
37020418,12049,262,1,52.26365,7.87825,906,
37020427,12049,262,1,52.26115,7.85095,1059,
37020426,12049,262,1,52.26419,7.88069,1104,
28843015,12049,262,1,52.126671,7.86562,1285,
31963393,12049,262,1,52.174519,7.88312,943,
31963394,12049,262,1,52.17345,7.865483,1005,
31963394,12049,262,1,52.17345,7.865483,1005,
31963392,12049,262,1,52.181119,7.872903,846,
28790785,12049,262,1,52.19733,7.871304,6419,
37020416,12049,262,1,52.26949,7.88239,2116,
37020426,12049,262,1,52.26419,7.88069,1104,
37020416,12049,262,1,52.26949,7.88239,2116,
28843014,12049,262,1,52.166957,7.906869,3231,
37398528,12049,262,1,52.172299,7.897972,900,
37398530,12049,262,1,52.160764,7.870175,2609,
37665026,3020,262,1,52.26865,7.89775,4595,
37398529,12049,262,1,52.167798,7.898389,877,
37665035,3020,262,1,52.274,7.9045,3524,
38276355,3020,262,1,52.26846,7.92926,887,
38276355,3020,262,1,52.26846,7.92926,887,
37665035,3020,262,1,52.274,7.9045,3524,
38276360,3020,262,1,52.27594,7.93244,1955,
37665026,3020,262,1,52.26865,7.89775,4595,
38276360,3020,262,1,52.27594,7.93244,1955,
28812288,3020,262,1,52.221656,7.919123,9325,
28812288,3020,262,1,52.221656,7.919123,9325,
29263618,38064,262,1,52.225054,7.874048,893,
37665033,3020,262,1,52.27956,7.91986,4755,
37665033,3020,262,1,52.27956,7.91986,4755,
39143681,3020,262,1,52.291955,7.940896,1095,
38276355,3020,262,1,52.26846,7.92926,887,
37665024,3020,262,1,52.278047,7.933052,1249,
41470721,3020,262,1,52.28541,7.91181,4471,
37665033,3020,262,1,52.27956,7.91986,4755,
41470722,3020,262,1,52.298281,7.919068,848,
29263618,38064,262,1,52.225054,7.874048,893,
29466628,12049,262,1,52.23029,7.87849,4760,
29263631,38064,262,1,52.24687,7.90637,895,
37665025,3020,262,1,52.26146,7.92206,954,
37665025,3020,262,1,52.26146,7.92206,954,
41470722,3020,262,1,52.298281,7.919068,848,
41470721,3020,262,1,52.28541,7.91181,4471,
38276358,3020,262,1,52.28727,7.93657,1163,
29263631,38064,262,1,52.24687,7.90637,895,
28790784,12049,262,1,52.183659,7.929998,6000,
38276352,3020,262,1,52.29371,7.93321,892,
38276358,3020,262,1,52.28727,7.93657,1163,
38276358,3020,262,1,52.28727,7.93657,1163,
39143681,3020,262,1,52.291955,7.940896,1095,
27656961,3020,262,1,52.29478,7.94298,2197,
38276352,3020,262,1,52.29371,7.93321,892,
39143681,3020,262,1,52.291955,7.940896,1095,
27656961,3020,262,1,52.29478,7.94298,2197,
27656964,3020,262,1,52.29995,7.94055,4713,
27656964,3020,262,1,52.29995,7.94055,4713,
28789250,3020,262,1,52.242455,7.959861,12233,
28789250,3020,262,1,52.242455,7.959861,12233,
33228289,3020,262,1,52.30323,7.94553,818,
33228288,3020,262,1,52.30989,7.94729,7501,
33228289,3020,262,1,52.30323,7.94553,818,
33228289,3020,262,1,52.30323,7.94553,818,
27656960,3020,262,1,52.30996,7.95436,933,
33228288,3020,262,1,52.30989,7.94729,7501,
33228288,3020,262,1,52.30989,7.94729,7501,
28252692,3020,262,1,52.30333,7.96743,817,
28281346,3020,262,1,52.29922,7.96632,8147,
28281346,3020,262,1,52.29922,7.96632,8147,
28789248,3020,262,1,52.251327,8.020749,913,
29250305,3020,262,1,52.35622,7.98412,4624,
28281346,3020,262,1,52.29922,7.96632,8147,
28252674,3020,262,1,52.29802,7.99142,1902,
28252674,3020,262,1,52.29802,7.99142,1902,
28252674,3020,262,1,52.29802,7.99142,1902,
28789248,3020,262,1,52.251327,8.020749,913,
28281345,3020,262,1,52.30467,7.99517,996,
28281345,3020,262,1,52.30467,7.99517,996,
28252672,3020,262,1,52.30323,8.00303,6935,
28252672,3020,262,1,52.30323,8.00303,6935,
28252673,3020,262,1,52.29771,8.01641,7528,
28252672,3020,262,1,52.30323,8.00303,6935,
28252673,3020,262,1,52.29771,8.01641,7528,
45081600,3020,262,1,52.25516,8.01706,875,
45081600,3020,262,1,52.25516,8.01706,875,
28520450,3020,262,1,52.260403,8.024063,22085,
45702157,3020,262,1,52.29515,8.01885,879,
45702156,3020,262,1,52.29941,8.01131,846,
45702156,3020,262,1,52.29941,8.01131,846,
28520450,3020,262,1,52.260403,8.024063,22085,
42330882,3020,262,1,52.26083,8.01043,854,
42330882,3020,262,1,52.26083,8.01043,854,
28519682,3020,262,1,52.29048,8.02688,7975,
28520960,3020,262,1,52.29829,8.03509,7202,
45707267,3020,262,1,52.29107,8.02827,850,
45707267,3020,262,1,52.29107,8.02827,850,
28282626,3020,262,1,52.29405,8.01665,902,
28282626,3020,262,1,52.29405,8.01665,902,
45702157,3020,262,1,52.29515,8.01885,879,
33237763,3020,262,1,52.249433,8.018627,14745,
27608577,3020,262,1,52.285258,8.039619,884,
27608576,3020,262,1,52.28699,8.03519,873,
27608576,3020,262,1,52.28699,8.03519,873,
27556866,3020,262,1,52.288158,8.036222,900,
28520960,3020,262,1,52.29829,8.03509,7202,
28519682,3020,262,1,52.29048,8.02688,7975,
28519681,3020,262,1,52.291161,8.035166,836,
33237763,3020,262,1,52.249433,8.018627,14745,
26770690,3020,262,1,52.260954,8.071808,1745,
26779906,3020,262,1,52.261094,8.043681,16631,
26770690,3020,262,1,52.260954,8.071808,1745,
28518402,3020,262,1,52.281291,8.049539,857,
28520705,3020,262,1,52.280165,8.045953,886,
28520704,3020,262,1,52.28231,8.04231,500,
28520704,3020,262,1,52.28231,8.04231,500,
28520705,3020,262,1,52.280165,8.045953,886,
28520704,3020,262,1,52.28231,8.04231,500,
27608577,3020,262,1,52.285258,8.039619,884,
27608577,3020,262,1,52.285258,8.039619,884,
26779905,3020,262,1,52.260483,8.049501,16838,
26770688,3020,262,1,52.269388,8.066868,2501,
28516352,3020,262,1,52.27519,8.06079,625,
28516352,3020,262,1,52.27519,8.06079,625,
26770432,3020,262,1,52.27824,8.05174,675,
26770432,3020,262,1,52.27824,8.05174,675,
28516610,3020,262,1,52.281562,8.051489,864,
28516610,3020,262,1,52.281562,8.051489,864,
28518402,3020,262,1,52.281291,8.049539,857,
28516353,3020,262,1,52.27215,8.06185,888,
28516353,3020,262,1,52.27215,8.06185,888,
28516354,3020,262,1,52.251664,8.031967,15414,
26770688,3020,262,1,52.269388,8.066868,2501,
26770688,3020,262,1,52.269388,8.066868,2501,
28516354,3020,262,1,52.251664,8.031967,15414,
28516353,3020,262,1,52.27215,8.06185,888,
28516353,3020,262,1,52.27215,8.06185,888,
28516352,3020,262,1,52.27519,8.06079,625,
28516355,3020,262,1,52.27513,8.06303,863,
28516355,3020,262,1,52.27513,8.06303,863,
28517376,3020,262,1,52.268379,8.073849,915,
28517376,3020,262,1,52.268379,8.073849,915,
28518914,3020,262,1,52.269034,8.079468,984,
28518913,3020,262,1,52.270616,8.090362,900,
28517376,3020,262,1,52.268379,8.073849,915,
28518914,3020,262,1,52.269034,8.079468,984,
34592002,3020,262,1,52.269083,8.093491,875,
34592001,3020,262,1,52.26869,8.09799,875,
30816000,3020,262,1,52.271028,8.092638,884,
28518913,3020,262,1,52.270616,8.090362,900,
34592002,3020,262,1,52.269083,8.093491,875,
28518913,3020,262,1,52.270616,8.090362,900,
34673410,3020,262,1,52.267757,8.104832,845,
30810880,3020,262,1,52.26578,8.10108,983,
30810880,3020,262,1,52.26578,8.10108,983,
34592001,3020,262,1,52.26869,8.09799,875,
30810880,3020,262,1,52.26578,8.10108,983,
34592001,3020,262,1,52.26869,8.09799,875,
34673409,3020,262,1,52.266419,8.116069,872,
34673408,3020,262,1,52.267958,8.107292,2969,
34673408,3020,262,1,52.267958,8.107292,2969,
34673410,3020,262,1,52.267757,8.104832,845,
34673408,3020,262,1,52.267958,8.107292,2969,
34673410,3020,262,1,52.267757,8.104832,845,
30815746,3020,262,1,52.268508,8.121466,837,
30815745,3020,262,1,52.262314,8.145528,3725,
34673409,3020,262,1,52.266419,8.116069,872,
30815746,3020,262,1,52.268508,8.121466,837,
34673409,3020,262,1,52.266419,8.116069,872,
27676673,3020,262,1,52.28545,8.13445,3134,
30815745,3020,262,1,52.262314,8.145528,3725,
30815745,3020,262,1,52.262314,8.145528,3725,
37677075,3020,262,1,52.24143,8.14253,1085,
37677058,3020,262,1,52.241276,8.141954,8509,
27676675,3020,262,1,52.251745,8.141362,882,
27676675,3020,262,1,52.251745,8.141362,882,
37677071,3020,262,1,52.23722,8.15752,1243,
27676673,3020,262,1,52.28545,8.13445,3134,
37677071,3020,262,1,52.23722,8.15752,1243,
31625221,3020,262,1,52.262173,8.18909,1282,
27676672,3020,262,1,52.282372,8.216143,3420,
27676672,3020,262,1,52.282372,8.216143,3420,
31625218,3020,262,1,52.262587,8.183654,887,
31625221,3020,262,1,52.262173,8.18909,1282,
31625221,3020,262,1,52.262173,8.18909,1282,
31625221,3020,262,1,52.262173,8.18909,1282,
31625219,3020,262,1,52.258297,8.209611,817,
31625216,3020,262,1,52.262769,8.217772,1621,
31625216,3020,262,1,52.262769,8.217772,1621,
